,imdbID,Title,Released,Country,Language,Rated,Runtime,Year,imdbRating,imdbVotes,tomatoConsensus,tomatoFresh,tomatoMeter,tomatoRating,tomatoReviews,tomatoRotten,tomatoUserMeter,tomatoUserRating,tomatoUserReviews,Nominated Oscars,Won Oscars,Other wins,Other nominations, Action, Adventure, Biography, Comedy, Crime, Drama, Family, Fantasy, History, Horror, Music, Musical, Mystery, Romance, Sci-Fi, Sport, Thriller, War, Western,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Horror,Musical,Mystery,N/A,Romance,Sci-Fi,Thriller,Western,Unnamed: 0.1,titles_new,wiki_url_new,imdb_link_new,rt_link_new,imdb_id,budget_new,currency_budget,box_office_new,currency_bo,budget_USD,box_USD,A_mean_age,A_mean_credit,D_mean_age,D_mean_credit,mean_rate
229,tt2908446,Insurgent,2015-03-20 00:00:00,USA,English,PG-13,119.0,2015,6.3,116955,"Shailene Woodley gives it her all, but Insurgent is still a resounding step back for a franchise struggling to distinguish itself from the dystopian YA crowd.",49.0,29.0,5.1,167.0,118.0,61.0,3.5,74239.0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,94.0,The Divergent Series: Insurgent,/wiki/The_Divergent_Series:_Insurgent,http://www.imdb.com/title/tt2908446/,http://www.rottentomatoes.com/m/insurgent/,tt2908446,110000000.0,USD,129995817.0,USD,,129995817.0,33.0102669405,37.5,47.2142368241,11.0,6.65
231,tt2909116,Wolf Totem,2015-02-19 00:00:00,"China, France","Mandarin, Mongolian",PG-13,121.0,2015,6.6,2212,"As a visual experience, Wolf Totem boasts thrills that compensate for the significant narrative sacrifices made in bringing Jiang Rong's novel to the screen.",19.0,70.0,6.6,27.0,8.0,54.0,3.4,348.0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,70.0,Wolf Totem,/wiki/Wolf_Totem_(film),http://www.imdb.com/title/tt2909116/,http://www.rottentomatoes.com/m/wolf_totem/,tt2909116,38000000.0,USD,210303.0,USD,,210303.0,-0.758384668036,21.0,71.3867214237,14.0,6.7
232,tt2910904,The Dressmaker,1929-08-20 00:00:00,Australia,English,,118.0,2015,7.6,1519,,28.0,64.0,5.9,44.0,16.0,,,,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,264.0,The Dressmaker,/wiki/The_Dressmaker_(2015_film),http://www.imdb.com/title/tt2910904/,http://www.rottentomatoes.com/m/the_dressmaker/,tt2910904,,,,,,,-39.5013252852,49.6666666667,-31.0417522245,5.0,7.6
235,tt2917388,Kidnapping Mr. Heineken,2015-03-06 00:00:00,"Belgium, Netherlands, USA, UK","English, Dutch, German",R,95.0,2015,6.1,10427,,11.0,20.0,4.6,55.0,44.0,25.0,2.7,713.0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,117.0,Kidnapping Freddy Heineken,/wiki/Kidnapping_Freddy_Heineken,http://www.imdb.com/title/tt2917388/,,tt2917388,,,46128.0,USD,,46128.0,37.9816156714,40.3333333333,55.7864476386,22.0,5.75
238,tt2918436,The Lazarus Effect,2015-02-27 00:00:00,USA,English,PG-13,83.0,2015,5.2,22042,,,,,,,,3.0,52.0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,79.0,The Lazarus Effect,/wiki/The_Lazarus_Effect_(2015_film),http://www.imdb.com/title/tt2918436/,http://www.rottentomatoes.com/m/the_lazarus_effect/,tt2918436,3300000.0,USD,25799043.0,USD,,25799043.0,32.105218438,38.6666666667,31.3675564682,11.0,5.6
241,tt2935476,Far from the Madding Crowd,2015-05-22 00:00:00,"UK, USA",English,PG-13,119.0,2015,7.1,18852,Far from the Madding Crowd invites tough comparisons to Thomas Hardy's classic novel -- and its previous adaptation -- but stands on its own thanks to strong direction and a talented cast.,128.0,85.0,7.4,150.0,22.0,77.0,3.8,16928.0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,113.0,Far from the Madding Crowd,/wiki/Far_from_the_Madding_Crowd_(2015_film),http://www.imdb.com/title/tt2935476/,http://www.rottentomatoes.com/m/far_from_the_madding_crowd_2014/,tt2935476,,,12229314.0,USD,,12229314.0,34.8932331955,36.5,46.006844627,19.0,7.35
243,tt2938956,The Transporter Refueled,2015-09-04 00:00:00,"France, China, Belgium",English,PG-13,96.0,2015,4.9,7925,"The Transporter Refueled has little to offer beyond a handful of decent action sequences, leaving this reboot's title feeling more like wishful thinking than a restatement of purpose.",15.0,17.0,3.8,89.0,74.0,32.0,2.7,11894.0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,239.0,The Transporter Refueled,/wiki/The_Transporter_Refueled,http://www.imdb.com/title/tt2938956/,http://www.rottentomatoes.com/m/the_transporter_refueled/,tt2938956,,,15923127.0,USD,,15923127.0,46.8807665982,30.0,35.9206023272,4.0,5.15
245,tt2948840,Life,2015-12-04 00:00:00,"Canada, Germany, Australia, USA",English,R,111.0,2015,6.3,1239,,,,,,,,,,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,58.0,Life,/wiki/Life_(2015_film),http://www.imdb.com/title/tt2948840/,http://www.rottentomatoes.com/m/life_2014/,tt2948840,,,,,,,29.5605749487,25.0,60.5420944559,19.0,6.3
246,tt2967224,Hot Pursuit,2015-05-08 00:00:00,USA,"English, Spanish",PG-13,87.0,2015,5.0,26140,"Shrill and unfunny, Hot Pursuit bungles what should have been an easy opportunity to showcase Reese Witherspoon and Sofia Vergara's likable odd-couple chemistry.",11.0,7.0,3.1,147.0,136.0,36.0,2.8,25378.0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,128.0,Hot Pursuit,/wiki/Hot_Pursuit_(2015_film),http://www.imdb.com/title/tt2967224/,http://www.rottentomatoes.com/m/dont_mess_with_texas_2014/,tt2967224,35000000.0,USD,34507079.0,USD,,34507079.0,41.6439549499,51.3333333333,49.0184804928,7.0,5.3
249,tt2974918,Alvin and the Chipmunks: The Road Chip,2015-12-18 00:00:00,USA,English,PG,86.0,2015,,,,,,,,,,,,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,307.0,Alvin and the Chipmunks: The Road Chip,/wiki/Alvin_and_the_Chipmunks:_The_Road_Chip,http://www.imdb.com/title/tt2974918/,,tt2974918,,,,,,,33.7477739335,54.75,47.2525667351,10.0,
253,tt2978576,Bill,2015-09-18 00:00:00,UK,English,,94.0,2015,6.9,240,,13.0,93.0,6.2,14.0,1.0,,,,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,269.0,Bill,/wiki/Bill_(2015_film),http://www.imdb.com/title/tt2978576/,http://www.rottentomatoes.com/m/771404658/,tt2978576,,,,,,,34.8309377139,30.0,45.8042436687,5.0,6.9
254,tt3013610,Mia Madre,2016-03-01 00:00:00,"Italy, France","Italian, English",,106.0,2015,7.0,2174,,,,,,,,,,0,0,0,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,111.0,Mia Madre,/wiki/Mia_Madre,http://www.imdb.com/title/tt3013610/,http://www.rottentomatoes.com/m/mia_madre/,tt3013610,7000000.0,USD,3505053.0,USD,,3505053.0,57.0458590007,81.0,62.5325119781,24.0,7.0
256,tt3018070,Stonewall,2015-09-25 00:00:00,USA,English,R,129.0,2015,3.0,678,,,,,,,,,,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,273.0,Stonewall,/wiki/Stonewall_(2015_film),http://www.imdb.com/title/tt3018070/,http://www.rottentomatoes.com/m/stonewall_2015/,tt3018070,13500000.0,USD,186354.0,USD,,186354.0,18.4279167972,29.5,59.8740588638,21.0,3.0
258,tt3045616,Mortdecai,2015-01-23 00:00:00,"UK, USA",English,R,107.0,2015,5.5,36146,"Aggressively strange and willfully unfunny, the misguided Mortdecai sounds a frightfully low note in Johnny Depp's post-Pirates filmography.",11.0,12.0,3.4,90.0,79.0,30.0,2.6,24746.0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,13.0,Mortdecai,/wiki/Mortdecai_(film),http://www.imdb.com/title/tt3045616/,,tt3045616,60000000.0,USD,7605668.0,USD,,7605668.0,46.4098784992,65.6666666667,51.6249144422,9.0,5.35
261,tt3076658,Creed,2015-11-25 00:00:00,USA,English,PG-13,133.0,2015,8.7,12419,,,,,,,,,,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,301.0,Creed,/wiki/Creed_(film),http://www.imdb.com/title/tt3076658/,http://www.rottentomatoes.com/m/creed_2015/,tt3076658,35000000.0,USD,,,,,50.4254251193,47.0,29.5085557837,6.0,8.7
264,tt3079380,Spy,2015-06-05 00:00:00,USA,"English, French, Italian, German",R,119.0,2015,7.2,113509,"Simultaneously broad and progressive, Spy offers further proof that Melissa McCarthy and writer-director Paul Feig bring out the best in one another -- and delivers scores of belly laughs along the way.",197.0,93.0,7.2,211.0,14.0,80.0,3.9,76761.0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,139.0,Spy,/wiki/Spy_(2015_film),http://www.imdb.com/title/tt3079380/,http://www.rottentomatoes.com/m/spy_2015/,tt3079380,65000000.0,USD,110822419.0,USD,,110822419.0,43.3544479705,49.5,52.7145790554,23.0,7.5
266,tt3083008,The Program,2015-09-16 00:00:00,"UK, France",English,,103.0,2015,6.5,1276,,,,,,,,,,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,265.0,The Program,/wiki/The_Program_(2015_film),http://www.imdb.com/title/tt3083008/,,tt3083008,,,,,,,32.6140798985,41.0,74.2395619439,61.0,6.5
269,tt3110770,Road Hard,2015-03-06 00:00:00,USA,English,,98.0,2015,6.1,1141,,12.0,55.0,5.6,22.0,10.0,77.0,4.0,2834.0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,81.0,Road Hard,/wiki/Road_Hard,http://www.imdb.com/title/tt3110770/,http://www.rottentomatoes.com/m/road_hard/,tt3110770,1500000.0,USD,105943.0,USD,,105943.0,50.7734428474,40.0,50.7734428474,4.0,7.05
270,tt3152624,Trainwreck,2015-07-17 00:00:00,USA,English,R,125.0,2015,6.5,47649,"Trainwreck drags commitment out of all but the most rom-com-phobic filmgoers with sharp humor, relatable characters, and hilarious work from Amy Schumer.",187.0,85.0,7.1,220.0,33.0,72.0,3.7,60548.0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,92.0,Trainwreck,/wiki/Trainwreck_(film),http://www.imdb.com/title/tt3152624/,http://www.rottentomatoes.com/m/trainwreck/,tt3152624,35000000.0,USD,110008260.0,USD,,110008260.0,34.1245722108,16.0,47.6112251882,14.0,6.95
271,tt3164256,Rock the Kasbah,2015-10-23 00:00:00,USA,English,R,106.0,2015,5.3,686,"The Shareef don't like Rock the Kasbah, and neither will viewers hoping for a film that manages to make effective use of Bill Murray's knack for playing lovably anarchic losers.",7.0,8.0,3.6,85.0,78.0,39.0,2.8,10510.0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,286.0,Rock the Kasbah,/wiki/Rock_the_Kasbah_(film),http://www.imdb.com/title/tt3164256/,http://www.rottentomatoes.com/m/rock_the_kasbah/,tt3164256,15000000.0,USD,,,,,54.3201146475,64.0,73.5468856947,39.0,5.45
273,tt3165612,Sleeping with Other People,2015-08-12 00:00:00,USA,English,R,101.0,2015,6.5,1564,"Sleeping with Other People has likable leads and flashes of inspiration, but seems unwilling or unable to surround them with the truly subversive rom-com they deserve.",59.0,61.0,6.1,97.0,38.0,64.0,3.5,4248.0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,23.0,Sleeping with Other People,/wiki/Sleeping_with_Other_People,http://www.imdb.com/title/tt3165612/,http://www.rottentomatoes.com/m/sleeping_with_other_people/,tt3165612,,,763004.0,USD,,763004.0,36.067149393,47.5,-0.281998631075,2.0,6.75
275,tt3168230,Mr. Holmes,2015-07-17 00:00:00,"UK, USA","English, Japanese, French",PG,104.0,2015,7.1,18768,"Mr. Holmes focuses on the man behind the mysteries, and while it may lack Baker Street thrills, it more than compensates with tenderly wrought, well-acted drama.",134.0,87.0,7.1,154.0,20.0,74.0,3.8,28362.0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,56.0,Mr. Holmes,/wiki/Mr._Holmes,http://www.imdb.com/title/tt3168230/,http://www.rottentomatoes.com/m/mr_holmes/,tt3168230,,,17693228.0,USD,,17693228.0,62.9272583227,84.6666666667,59.7344284736,18.0,7.35
278,tt3170832,Room,2015-11-25 00:00:00,"Ireland, Canada",English,R,118.0,2015,8.1,2137,,,,,,,,,,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,236.0,Room,/wiki/Room_(2015_film),http://www.imdb.com/title/tt3170832/,http://www.rottentomatoes.com/m/room_2015/,tt3170832,,,,,,,37.939018248,53.0,48.9856262834,8.0,8.1
280,tt3172532,The Diary of a Teenage Girl,2015-08-28 00:00:00,USA,English,R,102.0,2015,7.2,2416,"Boldly unconventional and refreshingly honest, Diary of a Teenage Girl is a frank coming-of-age story that addresses its themes -- and its protagonist -- without judgment.",112.0,94.0,7.9,119.0,7.0,80.0,3.9,6649.0,0,0,0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,25.0,The Diary of a Teenage Girl,/wiki/The_Diary_of_a_Teenage_Girl,http://www.imdb.com/title/tt3172532/,http://www.rottentomatoes.com/m/the_diary_of_a_teenage_girl/,tt3172532,,,1471799.0,USD,,1471799.0,38.7622679462,49.0,35.9069130732,1.0,7.5
283,tt3181822,The Boy Next Door,2015-01-23 00:00:00,USA,English,R,91.0,2015,4.6,21905,"The Boy Next Door may get a few howls out of fans of stalker thrillers, but for most viewers, it won't even rise to ""so bad it's good"" status.",12.0,10.0,3.3,116.0,104.0,34.0,2.8,27879.0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,16.0,The Boy Next Door,/wiki/The_Boy_Next_Door_(film),http://www.imdb.com/title/tt3181822/,http://www.rottentomatoes.com/m/the_boy_next_door_2015/,tt3181822,4000000.0,USD,35385560.0,USD,,35385560.0,41.4647501711,27.0,65.8672142368,24.0,5.1
285,tt3195644,Insidious: Chapter 3,2015-06-05 00:00:00,"Canada, USA",English,PG-13,97.0,2015,6.2,39159,"Insidious: Chapter 3 isn't as terrifying as the original, although it boasts surprising thematic depth and is enlivened by another fine performance from Lin Shaye.",59.0,60.0,5.5,99.0,40.0,54.0,3.4,30636.0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,164.0,Insidious: Chapter 3,/wiki/Insidious:_Chapter_3,http://www.imdb.com/title/tt3195644/,http://www.rottentomatoes.com/m/insidious_chapter_3_2015/,tt3195644,10000000.0,USD,52218558.0,USD,,52218558.0,31.4834476887,54.6666666667,38.379192334,1.0,6.5
288,tt3203606,Trumbo,2015-11-25 00:00:00,USA,English,R,124.0,2015,7.6,1780,,,,,,,,,,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,260.0,Trumbo,/wiki/Trumbo_(2015_film),http://www.imdb.com/title/tt3203606/,,tt3203606,,,,,,,59.7180013689,140.0,58.4476386037,16.0,7.6
289,tt3233418,Spare Parts,2015-06-05 00:00:00,USA,English,PG-13,83.0,2015,7.2,5639,,14.0,52.0,5.6,27.0,13.0,83.0,4.1,6439.0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,7.0,Spare Parts,/wiki/Spare_Parts_(film),http://www.imdb.com/title/tt3233418/,http://www.rottentomatoes.com/m/spare_parts_2015/,tt3233418,,,3610933.0,USD,,3610933.0,51.3648390491,44.6666666667,53.0732375086,54.0,7.7
292,tt3268668,Captive,2015-09-18 00:00:00,USA,English,PG-13,97.0,2015,5.8,516,,,,,,,,,,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,270.0,Captive,/wiki/Captive_(2015_film),http://www.imdb.com/title/tt3268668/,http://www.rottentomatoes.com/m/captive_2015/,tt3268668,,,2557668.0,USD,,2557668.0,47.5132329455,72.0,80.810403833,74.0,5.8
295,tt3294200,The Falling,2015-04-24 00:00:00,UK,English,,102.0,2014,5.5,2042,"Well-acted and overall unsettling, The Falling delivers thought-provoking thrills -- and suggests a bright future for writer-director Carol Morley.",21.0,78.0,7.0,27.0,6.0,41.0,2.9,1629.0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,123.0,The Falling,/wiki/The_Falling_(film),http://www.imdb.com/title/tt3294200/,,tt3294200,750000.0,USD,359082.0,USD,,359534.462492,36.3376905227,41.0,49.273100616,6.0,5.65
297,tt3312830,Youth,2015-12-04 00:00:00,"Italy, France, Switzerland, UK","English, Spanish, Swiss German",R,118.0,2015,7.5,13839,"Gorgeously filmed and beautifully acted, Youth offers an enticing -- albeit flawed -- opportunity to witness an impressive array of seasoned veterans combining their cinematic might.",27.0,79.0,7.5,34.0,7.0,,,,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,151.0,Youth,/wiki/Youth_(2015_film),http://www.imdb.com/title/tt3312830/,,tt3312830,12300000.0,USD,5995008.0,USD,,5995008.0,74.6458156901,118.0,45.5112936345,22.0,7.5
300,tt3316948,American Ultra,2015-08-21 00:00:00,"USA, Switzerland",English,R,96.0,2015,6.2,15843,"American Ultra has some interesting ideas, but like its stoned protagonist, it's too easily distracted to live up to its true potential.",63.0,44.0,5.4,142.0,79.0,48.0,3.2,15949.0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,223.0,American Ultra,/wiki/American_Ultra,http://www.imdb.com/title/tt3316948/,http://www.rottentomatoes.com/m/american_ultra/,tt3316948,28000000.0,USD,14434604.0,USD,,14434604.0,34.9124448783,40.6666666667,37.7713894593,2.0,6.3
303,tt3319920,Regression,2016-02-05 00:00:00,"Spain, Canada",English,,106.0,2015,5.9,3109,,1.0,6.0,3.9,18.0,17.0,,2.6,3518.0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,272.0,Regression,/wiki/Regression_(film),http://www.imdb.com/title/tt3319920/,,tt3319920,,,,,,,46.7001292874,57.0,43.8494182067,10.0,5.55
306,tt3321300,MI-5,2015-12-04 00:00:00,UK,English,R,104.0,2015,6.3,6517,,,,,,,,,,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,130.0,Spooks: The Greater Good,/wiki/Spooks:_The_Greater_Good,http://www.imdb.com/title/tt3321300/,http://www.rottentomatoes.com/m/spooks_the_greater_good/,tt3321300,,,,,,,62.1026694045,92.0,50.9212867899,19.0,6.3
307,tt3327624,Infini,2015-05-20 00:00:00,Australia,English,R,110.0,2015,5.4,7563,,5.0,36.0,4.9,14.0,9.0,34.0,2.8,733.0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,108.0,Infini,/wiki/Infini,http://www.imdb.com/title/tt3327624/,,tt3327624,,,,,,,17.2772073922,15.0,-0.511978097194,4.0,5.5
309,tt3332064,Pan,2015-10-09 00:00:00,"USA, UK, Australia",English,PG,111.0,2015,6.0,9615,,,,,,,,,,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,278.0,Pan,/wiki/Pan_(2015_film),http://www.imdb.com/title/tt3332064/,http://www.rottentomatoes.com/m/pan_2015/,tt3332064,150000000.0,USD,15315435.0,USD,,15315435.0,37.3510518771,26.5,43.7700205339,12.0,6.0
313,tt3340908,Honey Night,2015-04-17 00:00:00,Republic of Macedonia,Macedonian,,,2015,7.5,32,,,,,,,,,,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,124.0,Honey Night,/wiki/Honey_Night,http://www.imdb.com/title/tt3340908/,,tt3340908,,,,,,,46.2286105407,25.0,49.8042436687,9.0,7.5
314,tt3369806,Max,2015-06-26 00:00:00,USA,English,PG,111.0,2015,6.8,12308,"Max has good intentions and tries to hearken back to classic family-friendly features, but its disjointed, manipulative plot overwhelms the efforts of its talented human and canine stars.",30.0,35.0,4.8,85.0,55.0,72.0,3.9,21710.0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,179.0,Max,/wiki/Max_(2015_film),http://www.imdb.com/title/tt3369806/,http://www.rottentomatoes.com/m/max_2016/,tt3369806,20000000.0,USD,42652003.0,USD,,42652003.0,47.6357982441,40.5,49.4811772758,8.0,7.3
316,tt3397884,Sicario,2015-10-02 00:00:00,USA,"English, Spanish",R,121.0,2015,8.0,42698,"Led by outstanding work from Emily Blunt and Benicio del Toro, Sicario is a taut, tightly wound thriller with much more on its mind than attention-getting set pieces.",189.0,93.0,8.0,204.0,15.0,88.0,4.1,41476.0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,148.0,Sicario,/wiki/Sicario_(2015_film),http://www.imdb.com/title/tt3397884/,,tt3397884,30000000.0,USD,26935340.0,USD,,26935340.0,44.1379950296,49.6666666667,47.9972621492,17.0,8.1
319,tt3450650,Paul Blart: Mall Cop 2,2015-04-17 00:00:00,USA,English,PG,94.0,2015,4.4,18597,"Bathed in flop sweat and bereft of purpose, Paul Blart: Mall Cop 2 strings together fat-shaming humor and Segway sight gags with uniformly unfunny results.",3.0,5.0,2.5,55.0,52.0,35.0,2.7,36428.0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,115.0,Paul Blart: Mall Cop 2,/wiki/Paul_Blart:_Mall_Cop_2,http://www.imdb.com/title/tt3450650/,http://www.rottentomatoes.com/m/paul_blart_mall_cop_2/,tt3450650,30000000.0,USD,71038190.0,USD,,71038190.0,37.5744832307,25.0,-0.602327173169,13.0,4.9
321,tt3460252,The Hateful Eight,2016-01-08 00:00:00,USA,English,,182.0,2015,,,,,,,,,,,,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,315.0,The Hateful Eight,/wiki/The_Hateful_Eight,http://www.imdb.com/title/tt3460252/,http://www.rottentomatoes.com/m/the_hateful_eight/,tt3460252,44000000.0,USD,,,,,58.5801413009,98.3333333333,52.7857631759,17.0,
324,tt3464902,The Lobster,2015-10-16 00:00:00,"Ireland, UK, Greece, France, Netherlands, USA","English, French",,118.0,2015,7.7,7382,"As strange as it is thrillingly ambitious, The Lobster is definitely an acquired taste -- but for viewers with the fortitude to crack through Yorgos Lanthimos' offbeat sensibilities, it should prove a savory cinematic treat.",45.0,92.0,7.6,49.0,4.0,,,,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,140.0,The Lobster,/wiki/The_Lobster,http://www.imdb.com/title/tt3464902/,,tt3464902,4000000.0,USD,615408.0,USD,,615408.0,47.8740859712,67.3333333333,42.7871321013,10.0,7.7
327,tt3488710,The Walk,2015-10-09 00:00:00,USA,"English, French",PG,123.0,2015,7.7,19298,"The Walk attempts a tricky balancing act between thrilling visuals and fact-based drama -- and like its wire-walking protagonist, pulls it off with impressive élan.",173.0,85.0,7.2,203.0,30.0,84.0,3.9,27658.0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,279.0,The Walk,/wiki/The_Walk_(2015_film),http://www.imdb.com/title/tt3488710/,http://www.rottentomatoes.com/m/to_reach_the_clouds_2017/,tt3488710,35000000.0,USD,6430676.0,USD,,6430676.0,34.6392881588,70.0,64.4052019165,26.0,7.75
328,tt3508840,The Assassin,2015-08-27 00:00:00,"Taiwan, China, Hong Kong, France",Mandarin,,105.0,2015,6.6,3263,,,,,,,,,,0,0,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,152.0,The Assassin,/wiki/The_Assassin_(2015_film),http://www.imdb.com/title/tt3508840/,http://www.rottentomatoes.com/m/the_assassin_2015/,tt3508840,15000000.0,USD,,,,,37.5312343144,60.0,68.386036961,21.0,6.6
